specie_name,specie_url,generation,specie_id
regirock,https://pokeapi.co/api/v2/pokemon-species/377/,generation-iii,377
regice,https://pokeapi.co/api/v2/pokemon-species/378/,generation-iii,378
registeel,https://pokeapi.co/api/v2/pokemon-species/379/,generation-iii,379
latias,https://pokeapi.co/api/v2/pokemon-species/380/,generation-iii,380
latios,https://pokeapi.co/api/v2/pokemon-species/381/,generation-iii,381
kyogre,https://pokeapi.co/api/v2/pokemon-species/382/,generation-iii,382
groudon,https://pokeapi.co/api/v2/pokemon-species/383/,generation-iii,383
rayquaza,https://pokeapi.co/api/v2/pokemon-species/384/,generation-iii,384
jirachi,https://pokeapi.co/api/v2/pokemon-species/385/,generation-iii,385
deoxys,https://pokeapi.co/api/v2/pokemon-species/386/,generation-iii,386
delcatty,https://pokeapi.co/api/v2/pokemon-species/301/,generation-iii,301
metagross,https://pokeapi.co/api/v2/pokemon-species/376/,generation-iii,376
turtwig,https://pokeapi.co/api/v2/pokemon-species/387/,generation-iv,387
chimchar,https://pokeapi.co/api/v2/pokemon-species/390/,generation-iv,390
piplup,https://pokeapi.co/api/v2/pokemon-species/393/,generation-iv,393
starly,https://pokeapi.co/api/v2/pokemon-species/396/,generation-iv,396
bidoof,https://pokeapi.co/api/v2/pokemon-species/399/,generation-iv,399
kricketot,https://pokeapi.co/api/v2/pokemon-species/401/,generation-iv,401
shinx,https://pokeapi.co/api/v2/pokemon-species/403/,generation-iv,403
budew,https://pokeapi.co/api/v2/pokemon-species/406/,generation-iv,406
cranidos,https://pokeapi.co/api/v2/pokemon-species/408/,generation-iv,408
shieldon,https://pokeapi.co/api/v2/pokemon-species/410/,generation-iv,410
burmy,https://pokeapi.co/api/v2/pokemon-species/412/,generation-iv,412
combee,https://pokeapi.co/api/v2/pokemon-species/415/,generation-iv,415
pachirisu,https://pokeapi.co/api/v2/pokemon-species/417/,generation-iv,417
buizel,https://pokeapi.co/api/v2/pokemon-species/418/,generation-iv,418
cherubi,https://pokeapi.co/api/v2/pokemon-species/420/,generation-iv,420
shellos,https://pokeapi.co/api/v2/pokemon-species/422/,generation-iv,422
drifloon,https://pokeapi.co/api/v2/pokemon-species/425/,generation-iv,425
buneary,https://pokeapi.co/api/v2/pokemon-species/427/,generation-iv,427
glameow,https://pokeapi.co/api/v2/pokemon-species/431/,generation-iv,431
chingling,https://pokeapi.co/api/v2/pokemon-species/433/,generation-iv,433
stunky,https://pokeapi.co/api/v2/pokemon-species/434/,generation-iv,434
bronzor,https://pokeapi.co/api/v2/pokemon-species/436/,generation-iv,436
bonsly,https://pokeapi.co/api/v2/pokemon-species/438/,generation-iv,438
mime-jr,https://pokeapi.co/api/v2/pokemon-species/439/,generation-iv,439
happiny,https://pokeapi.co/api/v2/pokemon-species/440/,generation-iv,440
chatot,https://pokeapi.co/api/v2/pokemon-species/441/,generation-iv,441
spiritomb,https://pokeapi.co/api/v2/pokemon-species/442/,generation-iv,442
gible,https://pokeapi.co/api/v2/pokemon-species/443/,generation-iv,443
munchlax,https://pokeapi.co/api/v2/pokemon-species/446/,generation-iv,446
riolu,https://pokeapi.co/api/v2/pokemon-species/447/,generation-iv,447
hippopotas,https://pokeapi.co/api/v2/pokemon-species/449/,generation-iv,449
skorupi,https://pokeapi.co/api/v2/pokemon-species/451/,generation-iv,451
croagunk,https://pokeapi.co/api/v2/pokemon-species/453/,generation-iv,453
grotle,https://pokeapi.co/api/v2/pokemon-species/388/,generation-iv,388
torterra,https://pokeapi.co/api/v2/pokemon-species/389/,generation-iv,389
infernape,https://pokeapi.co/api/v2/pokemon-species/392/,generation-iv,392
prinplup,https://pokeapi.co/api/v2/pokemon-species/394/,generation-iv,394
empoleon,https://pokeapi.co/api/v2/pokemon-species/395/,generation-iv,395
staravia,https://pokeapi.co/api/v2/pokemon-species/397/,generation-iv,397
staraptor,https://pokeapi.co/api/v2/pokemon-species/398/,generation-iv,398
bibarel,https://pokeapi.co/api/v2/pokemon-species/400/,generation-iv,400
kricketune,https://pokeapi.co/api/v2/pokemon-species/402/,generation-iv,402
luxio,https://pokeapi.co/api/v2/pokemon-species/404/,generation-iv,404
luxray,https://pokeapi.co/api/v2/pokemon-species/405/,generation-iv,405
roserade,https://pokeapi.co/api/v2/pokemon-species/407/,generation-iv,407
rampardos,https://pokeapi.co/api/v2/pokemon-species/409/,generation-iv,409
bastiodon,https://pokeapi.co/api/v2/pokemon-species/411/,generation-iv,411
wormadam,https://pokeapi.co/api/v2/pokemon-species/413/,generation-iv,413
mothim,https://pokeapi.co/api/v2/pokemon-species/414/,generation-iv,414
vespiquen,https://pokeapi.co/api/v2/pokemon-species/416/,generation-iv,416
floatzel,https://pokeapi.co/api/v2/pokemon-species/419/,generation-iv,419
cherrim,https://pokeapi.co/api/v2/pokemon-species/421/,generation-iv,421
ambipom,https://pokeapi.co/api/v2/pokemon-species/424/,generation-iv,424
drifblim,https://pokeapi.co/api/v2/pokemon-species/426/,generation-iv,426
lopunny,https://pokeapi.co/api/v2/pokemon-species/428/,generation-iv,428
mismagius,https://pokeapi.co/api/v2/pokemon-species/429/,generation-iv,429
honchkrow,https://pokeapi.co/api/v2/pokemon-species/430/,generation-iv,430
purugly,https://pokeapi.co/api/v2/pokemon-species/432/,generation-iv,432
skuntank,https://pokeapi.co/api/v2/pokemon-species/435/,generation-iv,435
bronzong,https://pokeapi.co/api/v2/pokemon-species/437/,generation-iv,437
gabite,https://pokeapi.co/api/v2/pokemon-species/444/,generation-iv,444
garchomp,https://pokeapi.co/api/v2/pokemon-species/445/,generation-iv,445
lucario,https://pokeapi.co/api/v2/pokemon-species/448/,generation-iv,448
hippowdon,https://pokeapi.co/api/v2/pokemon-species/450/,generation-iv,450
drapion,https://pokeapi.co/api/v2/pokemon-species/452/,generation-iv,452
carnivine,https://pokeapi.co/api/v2/pokemon-species/455/,generation-iv,455
finneon,https://pokeapi.co/api/v2/pokemon-species/456/,generation-iv,456
mantyke,https://pokeapi.co/api/v2/pokemon-species/458/,generation-iv,458
snover,https://pokeapi.co/api/v2/pokemon-species/459/,generation-iv,459
rotom,https://pokeapi.co/api/v2/pokemon-species/479/,generation-iv,479
uxie,https://pokeapi.co/api/v2/pokemon-species/480/,generation-iv,480
mesprit,https://pokeapi.co/api/v2/pokemon-species/481/,generation-iv,481
azelf,https://pokeapi.co/api/v2/pokemon-species/482/,generation-iv,482
dialga,https://pokeapi.co/api/v2/pokemon-species/483/,generation-iv,483
palkia,https://pokeapi.co/api/v2/pokemon-species/484/,generation-iv,484
heatran,https://pokeapi.co/api/v2/pokemon-species/485/,generation-iv,485
regigigas,https://pokeapi.co/api/v2/pokemon-species/486/,generation-iv,486
giratina,https://pokeapi.co/api/v2/pokemon-species/487/,generation-iv,487
cresselia,https://pokeapi.co/api/v2/pokemon-species/488/,generation-iv,488
phione,https://pokeapi.co/api/v2/pokemon-species/489/,generation-iv,489
manaphy,https://pokeapi.co/api/v2/pokemon-species/490/,generation-iv,490
darkrai,https://pokeapi.co/api/v2/pokemon-species/491/,generation-iv,491
shaymin,https://pokeapi.co/api/v2/pokemon-species/492/,generation-iv,492
arceus,https://pokeapi.co/api/v2/pokemon-species/493/,generation-iv,493
lumineon,https://pokeapi.co/api/v2/pokemon-species/457/,generation-iv,457
abomasnow,https://pokeapi.co/api/v2/pokemon-species/460/,generation-iv,460
weavile,https://pokeapi.co/api/v2/pokemon-species/461/,generation-iv,461
magnezone,https://pokeapi.co/api/v2/pokemon-species/462/,generation-iv,462
lickilicky,https://pokeapi.co/api/v2/pokemon-species/463/,generation-iv,463
rhyperior,https://pokeapi.co/api/v2/pokemon-species/464/,generation-iv,464
tangrowth,https://pokeapi.co/api/v2/pokemon-species/465/,generation-iv,465
electivire,https://pokeapi.co/api/v2/pokemon-species/466/,generation-iv,466
magmortar,https://pokeapi.co/api/v2/pokemon-species/467/,generation-iv,467
togekiss,https://pokeapi.co/api/v2/pokemon-species/468/,generation-iv,468
yanmega,https://pokeapi.co/api/v2/pokemon-species/469/,generation-iv,469
leafeon,https://pokeapi.co/api/v2/pokemon-species/470/,generation-iv,470
glaceon,https://pokeapi.co/api/v2/pokemon-species/471/,generation-iv,471
gliscor,https://pokeapi.co/api/v2/pokemon-species/472/,generation-iv,472
porygon-z,https://pokeapi.co/api/v2/pokemon-species/474/,generation-iv,474
gallade,https://pokeapi.co/api/v2/pokemon-species/475/,generation-iv,475
probopass,https://pokeapi.co/api/v2/pokemon-species/476/,generation-iv,476
dusknoir,https://pokeapi.co/api/v2/pokemon-species/477/,generation-iv,477
froslass,https://pokeapi.co/api/v2/pokemon-species/478/,generation-iv,478
monferno,https://pokeapi.co/api/v2/pokemon-species/391/,generation-iv,391
gastrodon,https://pokeapi.co/api/v2/pokemon-species/423/,generation-iv,423
toxicroak,https://pokeapi.co/api/v2/pokemon-species/454/,generation-iv,454
mamoswine,https://pokeapi.co/api/v2/pokemon-species/473/,generation-iv,473
victini,https://pokeapi.co/api/v2/pokemon-species/494/,generation-v,494
snivy,https://pokeapi.co/api/v2/pokemon-species/495/,generation-v,495
tepig,https://pokeapi.co/api/v2/pokemon-species/498/,generation-v,498
oshawott,https://pokeapi.co/api/v2/pokemon-species/501/,generation-v,501
patrat,https://pokeapi.co/api/v2/pokemon-species/504/,generation-v,504
lillipup,https://pokeapi.co/api/v2/pokemon-species/506/,generation-v,506
purrloin,https://pokeapi.co/api/v2/pokemon-species/509/,generation-v,509
pansage,https://pokeapi.co/api/v2/pokemon-species/511/,generation-v,511
pansear,https://pokeapi.co/api/v2/pokemon-species/513/,generation-v,513
panpour,https://pokeapi.co/api/v2/pokemon-species/515/,generation-v,515
munna,https://pokeapi.co/api/v2/pokemon-species/517/,generation-v,517
pidove,https://pokeapi.co/api/v2/pokemon-species/519/,generation-v,519
blitzle,https://pokeapi.co/api/v2/pokemon-species/522/,generation-v,522
roggenrola,https://pokeapi.co/api/v2/pokemon-species/524/,generation-v,524
woobat,https://pokeapi.co/api/v2/pokemon-species/527/,generation-v,527
drilbur,https://pokeapi.co/api/v2/pokemon-species/529/,generation-v,529
audino,https://pokeapi.co/api/v2/pokemon-species/531/,generation-v,531
servine,https://pokeapi.co/api/v2/pokemon-species/496/,generation-v,496
serperior,https://pokeapi.co/api/v2/pokemon-species/497/,generation-v,497
pignite,https://pokeapi.co/api/v2/pokemon-species/499/,generation-v,499
emboar,https://pokeapi.co/api/v2/pokemon-species/500/,generation-v,500
dewott,https://pokeapi.co/api/v2/pokemon-species/502/,generation-v,502
samurott,https://pokeapi.co/api/v2/pokemon-species/503/,generation-v,503
watchog,https://pokeapi.co/api/v2/pokemon-species/505/,generation-v,505
stoutland,https://pokeapi.co/api/v2/pokemon-species/508/,generation-v,508
liepard,https://pokeapi.co/api/v2/pokemon-species/510/,generation-v,510
simisage,https://pokeapi.co/api/v2/pokemon-species/512/,generation-v,512
simisear,https://pokeapi.co/api/v2/pokemon-species/514/,generation-v,514
simipour,https://pokeapi.co/api/v2/pokemon-species/516/,generation-v,516
musharna,https://pokeapi.co/api/v2/pokemon-species/518/,generation-v,518
tranquill,https://pokeapi.co/api/v2/pokemon-species/520/,generation-v,520
unfezant,https://pokeapi.co/api/v2/pokemon-species/521/,generation-v,521
zebstrika,https://pokeapi.co/api/v2/pokemon-species/523/,generation-v,523
boldore,https://pokeapi.co/api/v2/pokemon-species/525/,generation-v,525
gigalith,https://pokeapi.co/api/v2/pokemon-species/526/,generation-v,526
swoobat,https://pokeapi.co/api/v2/pokemon-species/528/,generation-v,528
excadrill,https://pokeapi.co/api/v2/pokemon-species/530/,generation-v,530
timburr,https://pokeapi.co/api/v2/pokemon-species/532/,generation-v,532
tympole,https://pokeapi.co/api/v2/pokemon-species/535/,generation-v,535
throh,https://pokeapi.co/api/v2/pokemon-species/538/,generation-v,538
sawk,https://pokeapi.co/api/v2/pokemon-species/539/,generation-v,539
sewaddle,https://pokeapi.co/api/v2/pokemon-species/540/,generation-v,540
venipede,https://pokeapi.co/api/v2/pokemon-species/543/,generation-v,543
cottonee,https://pokeapi.co/api/v2/pokemon-species/546/,generation-v,546
petilil,https://pokeapi.co/api/v2/pokemon-species/548/,generation-v,548
basculin,https://pokeapi.co/api/v2/pokemon-species/550/,generation-v,550
sandile,https://pokeapi.co/api/v2/pokemon-species/551/,generation-v,551
darumaka,https://pokeapi.co/api/v2/pokemon-species/554/,generation-v,554
maractus,https://pokeapi.co/api/v2/pokemon-species/556/,generation-v,556
dwebble,https://pokeapi.co/api/v2/pokemon-species/557/,generation-v,557
scraggy,https://pokeapi.co/api/v2/pokemon-species/559/,generation-v,559
sigilyph,https://pokeapi.co/api/v2/pokemon-species/561/,generation-v,561
yamask,https://pokeapi.co/api/v2/pokemon-species/562/,generation-v,562
tirtouga,https://pokeapi.co/api/v2/pokemon-species/564/,generation-v,564
archen,https://pokeapi.co/api/v2/pokemon-species/566/,generation-v,566
trubbish,https://pokeapi.co/api/v2/pokemon-species/568/,generation-v,568
zorua,https://pokeapi.co/api/v2/pokemon-species/570/,generation-v,570
minccino,https://pokeapi.co/api/v2/pokemon-species/572/,generation-v,572
gothita,https://pokeapi.co/api/v2/pokemon-species/574/,generation-v,574
solosis,https://pokeapi.co/api/v2/pokemon-species/577/,generation-v,577
ducklett,https://pokeapi.co/api/v2/pokemon-species/580/,generation-v,580
vanillite,https://pokeapi.co/api/v2/pokemon-species/582/,generation-v,582
deerling,https://pokeapi.co/api/v2/pokemon-species/585/,generation-v,585
emolga,https://pokeapi.co/api/v2/pokemon-species/587/,generation-v,587
karrablast,https://pokeapi.co/api/v2/pokemon-species/588/,generation-v,588
foongus,https://pokeapi.co/api/v2/pokemon-species/590/,generation-v,590
frillish,https://pokeapi.co/api/v2/pokemon-species/592/,generation-v,592
alomomola,https://pokeapi.co/api/v2/pokemon-species/594/,generation-v,594
joltik,https://pokeapi.co/api/v2/pokemon-species/595/,generation-v,595
ferroseed,https://pokeapi.co/api/v2/pokemon-species/597/,generation-v,597
klink,https://pokeapi.co/api/v2/pokemon-species/599/,generation-v,599
tynamo,https://pokeapi.co/api/v2/pokemon-species/602/,generation-v,602
elgyem,https://pokeapi.co/api/v2/pokemon-species/605/,generation-v,605
litwick,https://pokeapi.co/api/v2/pokemon-species/607/,generation-v,607
conkeldurr,https://pokeapi.co/api/v2/pokemon-species/534/,generation-v,534
palpitoad,https://pokeapi.co/api/v2/pokemon-species/536/,generation-v,536
seismitoad,https://pokeapi.co/api/v2/pokemon-species/537/,generation-v,537
swadloon,https://pokeapi.co/api/v2/pokemon-species/541/,generation-v,541
leavanny,https://pokeapi.co/api/v2/pokemon-species/542/,generation-v,542
whirlipede,https://pokeapi.co/api/v2/pokemon-species/544/,generation-v,544
scolipede,https://pokeapi.co/api/v2/pokemon-species/545/,generation-v,545
whimsicott,https://pokeapi.co/api/v2/pokemon-species/547/,generation-v,547
lilligant,https://pokeapi.co/api/v2/pokemon-species/549/,generation-v,549
krokorok,https://pokeapi.co/api/v2/pokemon-species/552/,generation-v,552
krookodile,https://pokeapi.co/api/v2/pokemon-species/553/,generation-v,553
darmanitan,https://pokeapi.co/api/v2/pokemon-species/555/,generation-v,555
crustle,https://pokeapi.co/api/v2/pokemon-species/558/,generation-v,558
scrafty,https://pokeapi.co/api/v2/pokemon-species/560/,generation-v,560
carracosta,https://pokeapi.co/api/v2/pokemon-species/565/,generation-v,565
archeops,https://pokeapi.co/api/v2/pokemon-species/567/,generation-v,567
garbodor,https://pokeapi.co/api/v2/pokemon-species/569/,generation-v,569
zoroark,https://pokeapi.co/api/v2/pokemon-species/571/,generation-v,571
cinccino,https://pokeapi.co/api/v2/pokemon-species/573/,generation-v,573
gothorita,https://pokeapi.co/api/v2/pokemon-species/575/,generation-v,575
gothitelle,https://pokeapi.co/api/v2/pokemon-species/576/,generation-v,576
duosion,https://pokeapi.co/api/v2/pokemon-species/578/,generation-v,578
reuniclus,https://pokeapi.co/api/v2/pokemon-species/579/,generation-v,579
swanna,https://pokeapi.co/api/v2/pokemon-species/581/,generation-v,581
vanillish,https://pokeapi.co/api/v2/pokemon-species/583/,generation-v,583
vanilluxe,https://pokeapi.co/api/v2/pokemon-species/584/,generation-v,584
sawsbuck,https://pokeapi.co/api/v2/pokemon-species/586/,generation-v,586
escavalier,https://pokeapi.co/api/v2/pokemon-species/589/,generation-v,589
amoonguss,https://pokeapi.co/api/v2/pokemon-species/591/,generation-v,591
jellicent,https://pokeapi.co/api/v2/pokemon-species/593/,generation-v,593
galvantula,https://pokeapi.co/api/v2/pokemon-species/596/,generation-v,596
ferrothorn,https://pokeapi.co/api/v2/pokemon-species/598/,generation-v,598
klang,https://pokeapi.co/api/v2/pokemon-species/600/,generation-v,600
eelektrik,https://pokeapi.co/api/v2/pokemon-species/603/,generation-v,603
eelektross,https://pokeapi.co/api/v2/pokemon-species/604/,generation-v,604
beheeyem,https://pokeapi.co/api/v2/pokemon-species/606/,generation-v,606
lampent,https://pokeapi.co/api/v2/pokemon-species/608/,generation-v,608
axew,https://pokeapi.co/api/v2/pokemon-species/610/,generation-v,610
cubchoo,https://pokeapi.co/api/v2/pokemon-species/613/,generation-v,613
cryogonal,https://pokeapi.co/api/v2/pokemon-species/615/,generation-v,615
shelmet,https://pokeapi.co/api/v2/pokemon-species/616/,generation-v,616
stunfisk,https://pokeapi.co/api/v2/pokemon-species/618/,generation-v,618
mienfoo,https://pokeapi.co/api/v2/pokemon-species/619/,generation-v,619
druddigon,https://pokeapi.co/api/v2/pokemon-species/621/,generation-v,621
golett,https://pokeapi.co/api/v2/pokemon-species/622/,generation-v,622
pawniard,https://pokeapi.co/api/v2/pokemon-species/624/,generation-v,624
bouffalant,https://pokeapi.co/api/v2/pokemon-species/626/,generation-v,626
rufflet,https://pokeapi.co/api/v2/pokemon-species/627/,generation-v,627
vullaby,https://pokeapi.co/api/v2/pokemon-species/629/,generation-v,629
heatmor,https://pokeapi.co/api/v2/pokemon-species/631/,generation-v,631
durant,https://pokeapi.co/api/v2/pokemon-species/632/,generation-v,632
deino,https://pokeapi.co/api/v2/pokemon-species/633/,generation-v,633
larvesta,https://pokeapi.co/api/v2/pokemon-species/636/,generation-v,636
cobalion,https://pokeapi.co/api/v2/pokemon-species/638/,generation-v,638
terrakion,https://pokeapi.co/api/v2/pokemon-species/639/,generation-v,639
virizion,https://pokeapi.co/api/v2/pokemon-species/640/,generation-v,640
tornadus,https://pokeapi.co/api/v2/pokemon-species/641/,generation-v,641
thundurus,https://pokeapi.co/api/v2/pokemon-species/642/,generation-v,642
reshiram,https://pokeapi.co/api/v2/pokemon-species/643/,generation-v,643
zekrom,https://pokeapi.co/api/v2/pokemon-species/644/,generation-v,644
landorus,https://pokeapi.co/api/v2/pokemon-species/645/,generation-v,645
kyurem,https://pokeapi.co/api/v2/pokemon-species/646/,generation-v,646
keldeo,https://pokeapi.co/api/v2/pokemon-species/647/,generation-v,647
meloetta,https://pokeapi.co/api/v2/pokemon-species/648/,generation-v,648
genesect,https://pokeapi.co/api/v2/pokemon-species/649/,generation-v,649
fraxure,https://pokeapi.co/api/v2/pokemon-species/611/,generation-v,611
haxorus,https://pokeapi.co/api/v2/pokemon-species/612/,generation-v,612
beartic,https://pokeapi.co/api/v2/pokemon-species/614/,generation-v,614
accelgor,https://pokeapi.co/api/v2/pokemon-species/617/,generation-v,617
golurk,https://pokeapi.co/api/v2/pokemon-species/623/,generation-v,623
bisharp,https://pokeapi.co/api/v2/pokemon-species/625/,generation-v,625
braviary,https://pokeapi.co/api/v2/pokemon-species/628/,generation-v,628
mandibuzz,https://pokeapi.co/api/v2/pokemon-species/630/,generation-v,630
zweilous,https://pokeapi.co/api/v2/pokemon-species/634/,generation-v,634
hydreigon,https://pokeapi.co/api/v2/pokemon-species/635/,generation-v,635
volcarona,https://pokeapi.co/api/v2/pokemon-species/637/,generation-v,637
herdier,https://pokeapi.co/api/v2/pokemon-species/507/,generation-v,507
gurdurr,https://pokeapi.co/api/v2/pokemon-species/533/,generation-v,533
cofagrigus,https://pokeapi.co/api/v2/pokemon-species/563/,generation-v,563
klinklang,https://pokeapi.co/api/v2/pokemon-species/601/,generation-v,601
chandelure,https://pokeapi.co/api/v2/pokemon-species/609/,generation-v,609
mienshao,https://pokeapi.co/api/v2/pokemon-species/620/,generation-v,620
chespin,https://pokeapi.co/api/v2/pokemon-species/650/,generation-vi,650
fennekin,https://pokeapi.co/api/v2/pokemon-species/653/,generation-vi,653
froakie,https://pokeapi.co/api/v2/pokemon-species/656/,generation-vi,656
bunnelby,https://pokeapi.co/api/v2/pokemon-species/659/,generation-vi,659
fletchling,https://pokeapi.co/api/v2/pokemon-species/661/,generation-vi,661
scatterbug,https://pokeapi.co/api/v2/pokemon-species/664/,generation-vi,664
litleo,https://pokeapi.co/api/v2/pokemon-species/667/,generation-vi,667
flabebe,https://pokeapi.co/api/v2/pokemon-species/669/,generation-vi,669
skiddo,https://pokeapi.co/api/v2/pokemon-species/672/,generation-vi,672
pancham,https://pokeapi.co/api/v2/pokemon-species/674/,generation-vi,674
furfrou,https://pokeapi.co/api/v2/pokemon-species/676/,generation-vi,676
espurr,https://pokeapi.co/api/v2/pokemon-species/677/,generation-vi,677
honedge,https://pokeapi.co/api/v2/pokemon-species/679/,generation-vi,679
spritzee,https://pokeapi.co/api/v2/pokemon-species/682/,generation-vi,682
swirlix,https://pokeapi.co/api/v2/pokemon-species/684/,generation-vi,684
inkay,https://pokeapi.co/api/v2/pokemon-species/686/,generation-vi,686
quilladin,https://pokeapi.co/api/v2/pokemon-species/651/,generation-vi,651
chesnaught,https://pokeapi.co/api/v2/pokemon-species/652/,generation-vi,652
braixen,https://pokeapi.co/api/v2/pokemon-species/654/,generation-vi,654
delphox,https://pokeapi.co/api/v2/pokemon-species/655/,generation-vi,655
frogadier,https://pokeapi.co/api/v2/pokemon-species/657/,generation-vi,657
greninja,https://pokeapi.co/api/v2/pokemon-species/658/,generation-vi,658
diggersby,https://pokeapi.co/api/v2/pokemon-species/660/,generation-vi,660
fletchinder,https://pokeapi.co/api/v2/pokemon-species/662/,generation-vi,662
talonflame,https://pokeapi.co/api/v2/pokemon-species/663/,generation-vi,663
spewpa,https://pokeapi.co/api/v2/pokemon-species/665/,generation-vi,665
pyroar,https://pokeapi.co/api/v2/pokemon-species/668/,generation-vi,668
floette,https://pokeapi.co/api/v2/pokemon-species/670/,generation-vi,670
florges,https://pokeapi.co/api/v2/pokemon-species/671/,generation-vi,671
gogoat,https://pokeapi.co/api/v2/pokemon-species/673/,generation-vi,673
pangoro,https://pokeapi.co/api/v2/pokemon-species/675/,generation-vi,675
meowstic,https://pokeapi.co/api/v2/pokemon-species/678/,generation-vi,678
doublade,https://pokeapi.co/api/v2/pokemon-species/680/,generation-vi,680
aegislash,https://pokeapi.co/api/v2/pokemon-species/681/,generation-vi,681
aromatisse,https://pokeapi.co/api/v2/pokemon-species/683/,generation-vi,683
slurpuff,https://pokeapi.co/api/v2/pokemon-species/685/,generation-vi,685
binacle,https://pokeapi.co/api/v2/pokemon-species/688/,generation-vi,688
skrelp,https://pokeapi.co/api/v2/pokemon-species/690/,generation-vi,690
clauncher,https://pokeapi.co/api/v2/pokemon-species/692/,generation-vi,692
helioptile,https://pokeapi.co/api/v2/pokemon-species/694/,generation-vi,694
tyrunt,https://pokeapi.co/api/v2/pokemon-species/696/,generation-vi,696
amaura,https://pokeapi.co/api/v2/pokemon-species/698/,generation-vi,698
hawlucha,https://pokeapi.co/api/v2/pokemon-species/701/,generation-vi,701
dedenne,https://pokeapi.co/api/v2/pokemon-species/702/,generation-vi,702
carbink,https://pokeapi.co/api/v2/pokemon-species/703/,generation-vi,703
goomy,https://pokeapi.co/api/v2/pokemon-species/704/,generation-vi,704
klefki,https://pokeapi.co/api/v2/pokemon-species/707/,generation-vi,707
phantump,https://pokeapi.co/api/v2/pokemon-species/708/,generation-vi,708
pumpkaboo,https://pokeapi.co/api/v2/pokemon-species/710/,generation-vi,710
bergmite,https://pokeapi.co/api/v2/pokemon-species/712/,generation-vi,712
noibat,https://pokeapi.co/api/v2/pokemon-species/714/,generation-vi,714
xerneas,https://pokeapi.co/api/v2/pokemon-species/716/,generation-vi,716
yveltal,https://pokeapi.co/api/v2/pokemon-species/717/,generation-vi,717
zygarde,https://pokeapi.co/api/v2/pokemon-species/718/,generation-vi,718
diancie,https://pokeapi.co/api/v2/pokemon-species/719/,generation-vi,719
hoopa,https://pokeapi.co/api/v2/pokemon-species/720/,generation-vi,720
volcanion,https://pokeapi.co/api/v2/pokemon-species/721/,generation-vi,721
barbaracle,https://pokeapi.co/api/v2/pokemon-species/689/,generation-vi,689
dragalge,https://pokeapi.co/api/v2/pokemon-species/691/,generation-vi,691
clawitzer,https://pokeapi.co/api/v2/pokemon-species/693/,generation-vi,693
heliolisk,https://pokeapi.co/api/v2/pokemon-species/695/,generation-vi,695
aurorus,https://pokeapi.co/api/v2/pokemon-species/699/,generation-vi,699
sylveon,https://pokeapi.co/api/v2/pokemon-species/700/,generation-vi,700
sliggoo,https://pokeapi.co/api/v2/pokemon-species/705/,generation-vi,705
goodra,https://pokeapi.co/api/v2/pokemon-species/706/,generation-vi,706
trevenant,https://pokeapi.co/api/v2/pokemon-species/709/,generation-vi,709
gourgeist,https://pokeapi.co/api/v2/pokemon-species/711/,generation-vi,711
avalugg,https://pokeapi.co/api/v2/pokemon-species/713/,generation-vi,713
noivern,https://pokeapi.co/api/v2/pokemon-species/715/,generation-vi,715
vivillon,https://pokeapi.co/api/v2/pokemon-species/666/,generation-vi,666
malamar,https://pokeapi.co/api/v2/pokemon-species/687/,generation-vi,687
tyrantrum,https://pokeapi.co/api/v2/pokemon-species/697/,generation-vi,697
rowlet,https://pokeapi.co/api/v2/pokemon-species/722/,generation-vii,722
litten,https://pokeapi.co/api/v2/pokemon-species/725/,generation-vii,725
popplio,https://pokeapi.co/api/v2/pokemon-species/728/,generation-vii,728
pikipek,https://pokeapi.co/api/v2/pokemon-species/731/,generation-vii,731
yungoos,https://pokeapi.co/api/v2/pokemon-species/734/,generation-vii,734
grubbin,https://pokeapi.co/api/v2/pokemon-species/736/,generation-vii,736
crabrawler,https://pokeapi.co/api/v2/pokemon-species/739/,generation-vii,739
oricorio,https://pokeapi.co/api/v2/pokemon-species/741/,generation-vii,741
cutiefly,https://pokeapi.co/api/v2/pokemon-species/742/,generation-vii,742
rockruff,https://pokeapi.co/api/v2/pokemon-species/744/,generation-vii,744
wishiwashi,https://pokeapi.co/api/v2/pokemon-species/746/,generation-vii,746
mareanie,https://pokeapi.co/api/v2/pokemon-species/747/,generation-vii,747
mudbray,https://pokeapi.co/api/v2/pokemon-species/749/,generation-vii,749
dewpider,https://pokeapi.co/api/v2/pokemon-species/751/,generation-vii,751
fomantis,https://pokeapi.co/api/v2/pokemon-species/753/,generation-vii,753
morelull,https://pokeapi.co/api/v2/pokemon-species/755/,generation-vii,755
salandit,https://pokeapi.co/api/v2/pokemon-species/757/,generation-vii,757
stufful,https://pokeapi.co/api/v2/pokemon-species/759/,generation-vii,759
bounsweet,https://pokeapi.co/api/v2/pokemon-species/761/,generation-vii,761
comfey,https://pokeapi.co/api/v2/pokemon-species/764/,generation-vii,764
dartrix,https://pokeapi.co/api/v2/pokemon-species/723/,generation-vii,723
decidueye,https://pokeapi.co/api/v2/pokemon-species/724/,generation-vii,724
torracat,https://pokeapi.co/api/v2/pokemon-species/726/,generation-vii,726
incineroar,https://pokeapi.co/api/v2/pokemon-species/727/,generation-vii,727
primarina,https://pokeapi.co/api/v2/pokemon-species/730/,generation-vii,730
trumbeak,https://pokeapi.co/api/v2/pokemon-species/732/,generation-vii,732
toucannon,https://pokeapi.co/api/v2/pokemon-species/733/,generation-vii,733
