name,url
fiery-dance,https://pokeapi.co/api/v2/move/552/
freeze-shock,https://pokeapi.co/api/v2/move/553/
ice-burn,https://pokeapi.co/api/v2/move/554/
snarl,https://pokeapi.co/api/v2/move/555/
icicle-crash,https://pokeapi.co/api/v2/move/556/
v-create,https://pokeapi.co/api/v2/move/557/
fusion-flare,https://pokeapi.co/api/v2/move/558/
fusion-bolt,https://pokeapi.co/api/v2/move/559/
flying-press,https://pokeapi.co/api/v2/move/560/
mat-block,https://pokeapi.co/api/v2/move/561/
belch,https://pokeapi.co/api/v2/move/562/
rototiller,https://pokeapi.co/api/v2/move/563/
sticky-web,https://pokeapi.co/api/v2/move/564/
fell-stinger,https://pokeapi.co/api/v2/move/565/
phantom-force,https://pokeapi.co/api/v2/move/566/
trick-or-treat,https://pokeapi.co/api/v2/move/567/
noble-roar,https://pokeapi.co/api/v2/move/568/
ion-deluge,https://pokeapi.co/api/v2/move/569/
parabolic-charge,https://pokeapi.co/api/v2/move/570/
forests-curse,https://pokeapi.co/api/v2/move/571/
petal-blizzard,https://pokeapi.co/api/v2/move/572/
freeze-dry,https://pokeapi.co/api/v2/move/573/
disarming-voice,https://pokeapi.co/api/v2/move/574/
parting-shot,https://pokeapi.co/api/v2/move/575/
topsy-turvy,https://pokeapi.co/api/v2/move/576/
draining-kiss,https://pokeapi.co/api/v2/move/577/
crafty-shield,https://pokeapi.co/api/v2/move/578/
flower-shield,https://pokeapi.co/api/v2/move/579/
grassy-terrain,https://pokeapi.co/api/v2/move/580/
misty-terrain,https://pokeapi.co/api/v2/move/581/
electrify,https://pokeapi.co/api/v2/move/582/
play-rough,https://pokeapi.co/api/v2/move/583/
fairy-wind,https://pokeapi.co/api/v2/move/584/
moonblast,https://pokeapi.co/api/v2/move/585/
boomburst,https://pokeapi.co/api/v2/move/586/
fairy-lock,https://pokeapi.co/api/v2/move/587/
kings-shield,https://pokeapi.co/api/v2/move/588/
play-nice,https://pokeapi.co/api/v2/move/589/
confide,https://pokeapi.co/api/v2/move/590/
diamond-storm,https://pokeapi.co/api/v2/move/591/
steam-eruption,https://pokeapi.co/api/v2/move/592/
hyperspace-hole,https://pokeapi.co/api/v2/move/593/
water-shuriken,https://pokeapi.co/api/v2/move/594/
mystical-fire,https://pokeapi.co/api/v2/move/595/
spiky-shield,https://pokeapi.co/api/v2/move/596/
aromatic-mist,https://pokeapi.co/api/v2/move/597/
eerie-impulse,https://pokeapi.co/api/v2/move/598/
venom-drench,https://pokeapi.co/api/v2/move/599/
powder,https://pokeapi.co/api/v2/move/600/
geomancy,https://pokeapi.co/api/v2/move/601/
magnetic-flux,https://pokeapi.co/api/v2/move/602/
happy-hour,https://pokeapi.co/api/v2/move/603/
electric-terrain,https://pokeapi.co/api/v2/move/604/
dazzling-gleam,https://pokeapi.co/api/v2/move/605/
celebrate,https://pokeapi.co/api/v2/move/606/
hold-hands,https://pokeapi.co/api/v2/move/607/
baby-doll-eyes,https://pokeapi.co/api/v2/move/608/
nuzzle,https://pokeapi.co/api/v2/move/609/
hold-back,https://pokeapi.co/api/v2/move/610/
infestation,https://pokeapi.co/api/v2/move/611/
power-up-punch,https://pokeapi.co/api/v2/move/612/
oblivion-wing,https://pokeapi.co/api/v2/move/613/
thousand-arrows,https://pokeapi.co/api/v2/move/614/
thousand-waves,https://pokeapi.co/api/v2/move/615/
lands-wrath,https://pokeapi.co/api/v2/move/616/
light-of-ruin,https://pokeapi.co/api/v2/move/617/
origin-pulse,https://pokeapi.co/api/v2/move/618/
precipice-blades,https://pokeapi.co/api/v2/move/619/
dragon-ascent,https://pokeapi.co/api/v2/move/620/
hyperspace-fury,https://pokeapi.co/api/v2/move/621/
breakneck-blitz--physical,https://pokeapi.co/api/v2/move/622/
breakneck-blitz--special,https://pokeapi.co/api/v2/move/623/
all-out-pummeling--physical,https://pokeapi.co/api/v2/move/624/
all-out-pummeling--special,https://pokeapi.co/api/v2/move/625/
supersonic-skystrike--physical,https://pokeapi.co/api/v2/move/626/
supersonic-skystrike--special,https://pokeapi.co/api/v2/move/627/
acid-downpour--physical,https://pokeapi.co/api/v2/move/628/
acid-downpour--special,https://pokeapi.co/api/v2/move/629/
tectonic-rage--physical,https://pokeapi.co/api/v2/move/630/
tectonic-rage--special,https://pokeapi.co/api/v2/move/631/
continental-crush--physical,https://pokeapi.co/api/v2/move/632/
continental-crush--special,https://pokeapi.co/api/v2/move/633/
savage-spin-out--physical,https://pokeapi.co/api/v2/move/634/
savage-spin-out--special,https://pokeapi.co/api/v2/move/635/
never-ending-nightmare--physical,https://pokeapi.co/api/v2/move/636/
never-ending-nightmare--special,https://pokeapi.co/api/v2/move/637/
corkscrew-crash--physical,https://pokeapi.co/api/v2/move/638/
corkscrew-crash--special,https://pokeapi.co/api/v2/move/639/
inferno-overdrive--physical,https://pokeapi.co/api/v2/move/640/
inferno-overdrive--special,https://pokeapi.co/api/v2/move/641/
hydro-vortex--physical,https://pokeapi.co/api/v2/move/642/
hydro-vortex--special,https://pokeapi.co/api/v2/move/643/
bloom-doom--physical,https://pokeapi.co/api/v2/move/644/
bloom-doom--special,https://pokeapi.co/api/v2/move/645/
gigavolt-havoc--physical,https://pokeapi.co/api/v2/move/646/
gigavolt-havoc--special,https://pokeapi.co/api/v2/move/647/
shattered-psyche--physical,https://pokeapi.co/api/v2/move/648/
shattered-psyche--special,https://pokeapi.co/api/v2/move/649/
subzero-slammer--physical,https://pokeapi.co/api/v2/move/650/
subzero-slammer--special,https://pokeapi.co/api/v2/move/651/
devastating-drake--physical,https://pokeapi.co/api/v2/move/652/
devastating-drake--special,https://pokeapi.co/api/v2/move/653/
black-hole-eclipse--physical,https://pokeapi.co/api/v2/move/654/
black-hole-eclipse--special,https://pokeapi.co/api/v2/move/655/
twinkle-tackle--physical,https://pokeapi.co/api/v2/move/656/
twinkle-tackle--special,https://pokeapi.co/api/v2/move/657/
catastropika,https://pokeapi.co/api/v2/move/658/
shore-up,https://pokeapi.co/api/v2/move/659/
first-impression,https://pokeapi.co/api/v2/move/660/
baneful-bunker,https://pokeapi.co/api/v2/move/661/
spirit-shackle,https://pokeapi.co/api/v2/move/662/
darkest-lariat,https://pokeapi.co/api/v2/move/663/
sparkling-aria,https://pokeapi.co/api/v2/move/664/
ice-hammer,https://pokeapi.co/api/v2/move/665/
floral-healing,https://pokeapi.co/api/v2/move/666/
high-horsepower,https://pokeapi.co/api/v2/move/667/
strength-sap,https://pokeapi.co/api/v2/move/668/
solar-blade,https://pokeapi.co/api/v2/move/669/
leafage,https://pokeapi.co/api/v2/move/670/
spotlight,https://pokeapi.co/api/v2/move/671/
toxic-thread,https://pokeapi.co/api/v2/move/672/
laser-focus,https://pokeapi.co/api/v2/move/673/
gear-up,https://pokeapi.co/api/v2/move/674/
throat-chop,https://pokeapi.co/api/v2/move/675/
pollen-puff,https://pokeapi.co/api/v2/move/676/
anchor-shot,https://pokeapi.co/api/v2/move/677/
psychic-terrain,https://pokeapi.co/api/v2/move/678/
lunge,https://pokeapi.co/api/v2/move/679/
fire-lash,https://pokeapi.co/api/v2/move/680/
power-trip,https://pokeapi.co/api/v2/move/681/
burn-up,https://pokeapi.co/api/v2/move/682/
speed-swap,https://pokeapi.co/api/v2/move/683/
smart-strike,https://pokeapi.co/api/v2/move/684/
purify,https://pokeapi.co/api/v2/move/685/
revelation-dance,https://pokeapi.co/api/v2/move/686/
core-enforcer,https://pokeapi.co/api/v2/move/687/
trop-kick,https://pokeapi.co/api/v2/move/688/
instruct,https://pokeapi.co/api/v2/move/689/
beak-blast,https://pokeapi.co/api/v2/move/690/
clanging-scales,https://pokeapi.co/api/v2/move/691/
dragon-hammer,https://pokeapi.co/api/v2/move/692/
brutal-swing,https://pokeapi.co/api/v2/move/693/
aurora-veil,https://pokeapi.co/api/v2/move/694/
sinister-arrow-raid,https://pokeapi.co/api/v2/move/695/
malicious-moonsault,https://pokeapi.co/api/v2/move/696/
oceanic-operetta,https://pokeapi.co/api/v2/move/697/
guardian-of-alola,https://pokeapi.co/api/v2/move/698/
soul-stealing-7-star-strike,https://pokeapi.co/api/v2/move/699/
stoked-sparksurfer,https://pokeapi.co/api/v2/move/700/
pulverizing-pancake,https://pokeapi.co/api/v2/move/701/
extreme-evoboost,https://pokeapi.co/api/v2/move/702/
genesis-supernova,https://pokeapi.co/api/v2/move/703/
shell-trap,https://pokeapi.co/api/v2/move/704/
fleur-cannon,https://pokeapi.co/api/v2/move/705/
psychic-fangs,https://pokeapi.co/api/v2/move/706/
stomping-tantrum,https://pokeapi.co/api/v2/move/707/
shadow-bone,https://pokeapi.co/api/v2/move/708/
accelerock,https://pokeapi.co/api/v2/move/709/
liquidation,https://pokeapi.co/api/v2/move/710/
prismatic-laser,https://pokeapi.co/api/v2/move/711/
spectral-thief,https://pokeapi.co/api/v2/move/712/
sunsteel-strike,https://pokeapi.co/api/v2/move/713/
moongeist-beam,https://pokeapi.co/api/v2/move/714/
tearful-look,https://pokeapi.co/api/v2/move/715/
zing-zap,https://pokeapi.co/api/v2/move/716/
natures-madness,https://pokeapi.co/api/v2/move/717/
multi-attack,https://pokeapi.co/api/v2/move/718/
10-000-000-volt-thunderbolt,https://pokeapi.co/api/v2/move/719/
mind-blown,https://pokeapi.co/api/v2/move/720/
plasma-fists,https://pokeapi.co/api/v2/move/721/
photon-geyser,https://pokeapi.co/api/v2/move/722/
light-that-burns-the-sky,https://pokeapi.co/api/v2/move/723/
searing-sunraze-smash,https://pokeapi.co/api/v2/move/724/
menacing-moonraze-maelstrom,https://pokeapi.co/api/v2/move/725/
lets-snuggle-forever,https://pokeapi.co/api/v2/move/726/
splintered-stormshards,https://pokeapi.co/api/v2/move/727/
clangorous-soulblaze,https://pokeapi.co/api/v2/move/728/
zippy-zap,https://pokeapi.co/api/v2/move/729/
splishy-splash,https://pokeapi.co/api/v2/move/730/
floaty-fall,https://pokeapi.co/api/v2/move/731/
pika-papow,https://pokeapi.co/api/v2/move/732/
bouncy-bubble,https://pokeapi.co/api/v2/move/733/
buzzy-buzz,https://pokeapi.co/api/v2/move/734/
sizzly-slide,https://pokeapi.co/api/v2/move/735/
glitzy-glow,https://pokeapi.co/api/v2/move/736/
baddy-bad,https://pokeapi.co/api/v2/move/737/
sappy-seed,https://pokeapi.co/api/v2/move/738/
freezy-frost,https://pokeapi.co/api/v2/move/739/
sparkly-swirl,https://pokeapi.co/api/v2/move/740/
veevee-volley,https://pokeapi.co/api/v2/move/741/
double-iron-bash,https://pokeapi.co/api/v2/move/742/
max-guard,https://pokeapi.co/api/v2/move/743/
dynamax-cannon,https://pokeapi.co/api/v2/move/744/
snipe-shot,https://pokeapi.co/api/v2/move/745/
jaw-lock,https://pokeapi.co/api/v2/move/746/
stuff-cheeks,https://pokeapi.co/api/v2/move/747/
no-retreat,https://pokeapi.co/api/v2/move/748/
tar-shot,https://pokeapi.co/api/v2/move/749/
magic-powder,https://pokeapi.co/api/v2/move/750/
dragon-darts,https://pokeapi.co/api/v2/move/751/
teatime,https://pokeapi.co/api/v2/move/752/
octolock,https://pokeapi.co/api/v2/move/753/
bolt-beak,https://pokeapi.co/api/v2/move/754/
fishious-rend,https://pokeapi.co/api/v2/move/755/
court-change,https://pokeapi.co/api/v2/move/756/
max-flare,https://pokeapi.co/api/v2/move/757/
max-flutterby,https://pokeapi.co/api/v2/move/758/
max-lightning,https://pokeapi.co/api/v2/move/759/
max-strike,https://pokeapi.co/api/v2/move/760/
max-knuckle,https://pokeapi.co/api/v2/move/761/
max-phantasm,https://pokeapi.co/api/v2/move/762/
max-hailstorm,https://pokeapi.co/api/v2/move/763/
max-ooze,https://pokeapi.co/api/v2/move/764/
max-geyser,https://pokeapi.co/api/v2/move/765/
max-airstream,https://pokeapi.co/api/v2/move/766/
max-starfall,https://pokeapi.co/api/v2/move/767/
max-wyrmwind,https://pokeapi.co/api/v2/move/768/
max-mindstorm,https://pokeapi.co/api/v2/move/769/
max-rockfall,https://pokeapi.co/api/v2/move/770/
max-quake,https://pokeapi.co/api/v2/move/771/
max-darkness,https://pokeapi.co/api/v2/move/772/
max-overgrowth,https://pokeapi.co/api/v2/move/773/
max-steelspike,https://pokeapi.co/api/v2/move/774/
clangorous-soul,https://pokeapi.co/api/v2/move/775/
body-press,https://pokeapi.co/api/v2/move/776/
decorate,https://pokeapi.co/api/v2/move/777/
drum-beating,https://pokeapi.co/api/v2/move/778/
snap-trap,https://pokeapi.co/api/v2/move/779/
pyro-ball,https://pokeapi.co/api/v2/move/780/
behemoth-blade,https://pokeapi.co/api/v2/move/781/
behemoth-bash,https://pokeapi.co/api/v2/move/782/
aura-wheel,https://pokeapi.co/api/v2/move/783/
breaking-swipe,https://pokeapi.co/api/v2/move/784/
branch-poke,https://pokeapi.co/api/v2/move/785/
overdrive,https://pokeapi.co/api/v2/move/786/
apple-acid,https://pokeapi.co/api/v2/move/787/
grav-apple,https://pokeapi.co/api/v2/move/788/
spirit-break,https://pokeapi.co/api/v2/move/789/
strange-steam,https://pokeapi.co/api/v2/move/790/
life-dew,https://pokeapi.co/api/v2/move/791/
obstruct,https://pokeapi.co/api/v2/move/792/
false-surrender,https://pokeapi.co/api/v2/move/793/
meteor-assault,https://pokeapi.co/api/v2/move/794/
eternabeam,https://pokeapi.co/api/v2/move/795/
steel-beam,https://pokeapi.co/api/v2/move/796/
expanding-force,https://pokeapi.co/api/v2/move/797/
steel-roller,https://pokeapi.co/api/v2/move/798/
scale-shot,https://pokeapi.co/api/v2/move/799/
meteor-beam,https://pokeapi.co/api/v2/move/800/
shell-side-arm,https://pokeapi.co/api/v2/move/801/
misty-explosion,https://pokeapi.co/api/v2/move/802/
grassy-glide,https://pokeapi.co/api/v2/move/803/
rising-voltage,https://pokeapi.co/api/v2/move/804/
terrain-pulse,https://pokeapi.co/api/v2/move/805/
skitter-smack,https://pokeapi.co/api/v2/move/806/
burning-jealousy,https://pokeapi.co/api/v2/move/807/
lash-out,https://pokeapi.co/api/v2/move/808/
poltergeist,https://pokeapi.co/api/v2/move/809/
corrosive-gas,https://pokeapi.co/api/v2/move/810/
coaching,https://pokeapi.co/api/v2/move/811/
flip-turn,https://pokeapi.co/api/v2/move/812/
triple-axel,https://pokeapi.co/api/v2/move/813/
dual-wingbeat,https://pokeapi.co/api/v2/move/814/
scorching-sands,https://pokeapi.co/api/v2/move/815/
jungle-healing,https://pokeapi.co/api/v2/move/816/
wicked-blow,https://pokeapi.co/api/v2/move/817/
surging-strikes,https://pokeapi.co/api/v2/move/818/
thunder-cage,https://pokeapi.co/api/v2/move/819/
dragon-energy,https://pokeapi.co/api/v2/move/820/
freezing-glare,https://pokeapi.co/api/v2/move/821/
fiery-wrath,https://pokeapi.co/api/v2/move/822/
thunderous-kick,https://pokeapi.co/api/v2/move/823/
glacial-lance,https://pokeapi.co/api/v2/move/824/
astral-barrage,https://pokeapi.co/api/v2/move/825/
eerie-spell,https://pokeapi.co/api/v2/move/826/
dire-claw,https://pokeapi.co/api/v2/move/827/
psyshield-bash,https://pokeapi.co/api/v2/move/828/
power-shift,https://pokeapi.co/api/v2/move/829/
stone-axe,https://pokeapi.co/api/v2/move/830/
springtide-storm,https://pokeapi.co/api/v2/move/831/
mystical-power,https://pokeapi.co/api/v2/move/832/
raging-fury,https://pokeapi.co/api/v2/move/833/
wave-crash,https://pokeapi.co/api/v2/move/834/
chloroblast,https://pokeapi.co/api/v2/move/835/
mountain-gale,https://pokeapi.co/api/v2/move/836/
victory-dance,https://pokeapi.co/api/v2/move/837/
headlong-rush,https://pokeapi.co/api/v2/move/838/
barb-barrage,https://pokeapi.co/api/v2/move/839/
esper-wing,https://pokeapi.co/api/v2/move/840/
bitter-malice,https://pokeapi.co/api/v2/move/841/
shelter,https://pokeapi.co/api/v2/move/842/
triple-arrows,https://pokeapi.co/api/v2/move/843/
infernal-parade,https://pokeapi.co/api/v2/move/844/
ceaseless-edge,https://pokeapi.co/api/v2/move/845/
bleakwind-storm,https://pokeapi.co/api/v2/move/846/
wildbolt-storm,https://pokeapi.co/api/v2/move/847/
sandsear-storm,https://pokeapi.co/api/v2/move/848/
lunar-blessing,https://pokeapi.co/api/v2/move/849/
take-heart,https://pokeapi.co/api/v2/move/850/
tera-blast,https://pokeapi.co/api/v2/move/851/
silk-trap,https://pokeapi.co/api/v2/move/852/
axe-kick,https://pokeapi.co/api/v2/move/853/
last-respects,https://pokeapi.co/api/v2/move/854/
lumina-crash,https://pokeapi.co/api/v2/move/855/
order-up,https://pokeapi.co/api/v2/move/856/
jet-punch,https://pokeapi.co/api/v2/move/857/
spicy-extract,https://pokeapi.co/api/v2/move/858/
spin-out,https://pokeapi.co/api/v2/move/859/
population-bomb,https://pokeapi.co/api/v2/move/860/
ice-spinner,https://pokeapi.co/api/v2/move/861/
glaive-rush,https://pokeapi.co/api/v2/move/862/
revival-blessing,https://pokeapi.co/api/v2/move/863/
salt-cure,https://pokeapi.co/api/v2/move/864/
triple-dive,https://pokeapi.co/api/v2/move/865/
mortal-spin,https://pokeapi.co/api/v2/move/866/
doodle,https://pokeapi.co/api/v2/move/867/
fillet-away,https://pokeapi.co/api/v2/move/868/
kowtow-cleave,https://pokeapi.co/api/v2/move/869/
flower-trick,https://pokeapi.co/api/v2/move/870/
torch-song,https://pokeapi.co/api/v2/move/871/
aqua-step,https://pokeapi.co/api/v2/move/872/
raging-bull,https://pokeapi.co/api/v2/move/873/
make-it-rain,https://pokeapi.co/api/v2/move/874/
psyblade,https://pokeapi.co/api/v2/move/875/
hydro-steam,https://pokeapi.co/api/v2/move/876/
ruination,https://pokeapi.co/api/v2/move/877/
collision-course,https://pokeapi.co/api/v2/move/878/
electro-drift,https://pokeapi.co/api/v2/move/879/
shed-tail,https://pokeapi.co/api/v2/move/880/
chilly-reception,https://pokeapi.co/api/v2/move/881/
tidy-up,https://pokeapi.co/api/v2/move/882/
snowscape,https://pokeapi.co/api/v2/move/883/
pounce,https://pokeapi.co/api/v2/move/884/
trailblaze,https://pokeapi.co/api/v2/move/885/
chilling-water,https://pokeapi.co/api/v2/move/886/
hyper-drill,https://pokeapi.co/api/v2/move/887/
twin-beam,https://pokeapi.co/api/v2/move/888/
rage-fist,https://pokeapi.co/api/v2/move/889/
armor-cannon,https://pokeapi.co/api/v2/move/890/
bitter-blade,https://pokeapi.co/api/v2/move/891/
double-shock,https://pokeapi.co/api/v2/move/892/
gigaton-hammer,https://pokeapi.co/api/v2/move/893/
comeuppance,https://pokeapi.co/api/v2/move/894/
aqua-cutter,https://pokeapi.co/api/v2/move/895/
blazing-torque,https://pokeapi.co/api/v2/move/896/
wicked-torque,https://pokeapi.co/api/v2/move/897/
noxious-torque,https://pokeapi.co/api/v2/move/898/
combat-torque,https://pokeapi.co/api/v2/move/899/
magical-torque,https://pokeapi.co/api/v2/move/900/
blood-moon,https://pokeapi.co/api/v2/move/901/
matcha-gotcha,https://pokeapi.co/api/v2/move/902/
syrup-bomb,https://pokeapi.co/api/v2/move/903/
ivy-cudgel,https://pokeapi.co/api/v2/move/904/
electro-shot,https://pokeapi.co/api/v2/move/905/
tera-starstorm,https://pokeapi.co/api/v2/move/906/
fickle-beam,https://pokeapi.co/api/v2/move/907/
burning-bulwark,https://pokeapi.co/api/v2/move/908/
thunderclap,https://pokeapi.co/api/v2/move/909/
mighty-cleave,https://pokeapi.co/api/v2/move/910/
tachyon-cutter,https://pokeapi.co/api/v2/move/911/
hard-press,https://pokeapi.co/api/v2/move/912/
dragon-cheer,https://pokeapi.co/api/v2/move/913/
alluring-voice,https://pokeapi.co/api/v2/move/914/
temper-flare,https://pokeapi.co/api/v2/move/915/
supercell-slam,https://pokeapi.co/api/v2/move/916/
psychic-noise,https://pokeapi.co/api/v2/move/917/
upper-hand,https://pokeapi.co/api/v2/move/918/
malignant-chain,https://pokeapi.co/api/v2/move/919/
shadow-rush,https://pokeapi.co/api/v2/move/10001/
shadow-blast,https://pokeapi.co/api/v2/move/10002/
shadow-blitz,https://pokeapi.co/api/v2/move/10003/
shadow-bolt,https://pokeapi.co/api/v2/move/10004/
shadow-break,https://pokeapi.co/api/v2/move/10005/
shadow-chill,https://pokeapi.co/api/v2/move/10006/
shadow-end,https://pokeapi.co/api/v2/move/10007/
shadow-fire,https://pokeapi.co/api/v2/move/10008/
shadow-rave,https://pokeapi.co/api/v2/move/10009/
shadow-storm,https://pokeapi.co/api/v2/move/10010/
shadow-wave,https://pokeapi.co/api/v2/move/10011/
shadow-down,https://pokeapi.co/api/v2/move/10012/
shadow-half,https://pokeapi.co/api/v2/move/10013/
shadow-hold,https://pokeapi.co/api/v2/move/10014/
shadow-mist,https://pokeapi.co/api/v2/move/10015/
shadow-panic,https://pokeapi.co/api/v2/move/10016/
shadow-shed,https://pokeapi.co/api/v2/move/10017/
shadow-sky,https://pokeapi.co/api/v2/move/10018/
